ID,Width,Height,Depth,TemporalPooling,Epochs,Seed,SpatialPooling,AvgClassificationRate,AvgDeviation
17475307693,5,5,4,3,800,6,8,60.5855,6.2663
17475270173,5,5,4,3,800,13,8,62.6205,4.0708
17475270183,5,5,4,3,800,42,8,65.3597,7.8208
17475307693,5,5,4,3,800,44,8,62.9947,6.5886
17475270173,5,5,4,3,800,45,8,62.5809,5.5177
17475307693,5,5,4,3,800,59,8,64.7959,4.3971
17475270173,5,5,4,3,800,93,8,63.4078,6.7665
17475307693,5,5,4,3,800,96,8,62.8057,5.1949
17475307693,5,5,4,3,800,98,8,64.3686,3.9205
17475307883,5,5,5,2,800,6,8,61.218,6.529
17475307833,5,5,5,2,800,13,8,63.0893,3.3868
17475307833,5,5,5,2,800,42,8,63.7525,7.3935
17475307883,5,5,5,2,800,44,8,64.4568,5.4074
17475307833,5,5,5,2,800,45,8,62.7642,2.0598
17475307883,5,5,5,2,800,59,8,65.627,3.4288
17475307833,5,5,5,2,800,93,8,63.3912,8.0878
17475307833,5,5,5,2,800,96,8,61.1208,5.5465
17475307883,5,5,5,2,800,98,8,65.6649,5.7469
17475307913,5,5,5,3,800,6,8,60.9168,6.2666
17475307913,5,5,5,3,800,13,8,63.3511,4.163
17475307883,5,5,5,3,800,42,8,65.7972,8.3578
17475307913,5,5,5,3,800,44,8,65.8642,5.7686
17475307913,5,5,5,3,800,45,8,63.6655,3.982
17475307913,5,5,5,3,800,59,8,67.0415,4.3916
17475307913,5,5,5,3,800,93,8,64.2723,5.3121
17475307913,5,5,5,3,800,96,8,62.7756,5.1738
17475307913,5,5,5,3,800,98,8,66.5421,3.5869
17475654643,7,7,2,2,800,6,8,65.3056,4.6868
17475307913,7,7,2,2,800,13,8,68.6665,3.2158
17475307913,7,7,2,2,800,42,8,68.7832,7.5937
17476643743,7,7,2,2,800,44,8,67.9045,4.3654
17475654643,7,7,2,2,800,45,8,68.1881,4.5576
17476643743,7,7,2,2,800,59,8,68.9208,4.4086
17475654643,7,7,2,2,800,93,8,66.5789,6.0073
17475654643,7,7,2,2,800,96,8,66.3364,7.7329
17475654643,7,7,2,2,800,98,8,68.7801,6.2608
17475807833,7,7,2,3,800,6,8,67.8607,4.5541
17476643743,7,7,2,3,800,13,8,71.0799,3.2018
17476643743,7,7,2,3,800,42,8,70.0272,7.3098
17475807943,7,7,2,3,800,44,8,69.2026,3.68
17475807833,7,7,2,3,800,45,8,71.5752,4.0366
17475807833,7,7,2,3,800,59,8,72.8938,3.113
17476643743,7,7,2,3,800,93,8,71.2766,6.3006
17475807833,7,7,2,3,800,96,8,70.2398,6.4005
17475807833,7,7,2,3,800,98,8,72.8963,5.2158
17475807953,7,7,2,4,800,6,8,65.8756,3.7873
17475807943,7,7,2,4,800,13,8,68.628,3.272
17475807943,7,7,2,4,800,42,8,68.0431,6.1332
17475807953,7,7,2,4,800,44,8,67.2802,6.1859
17475807943,7,7,2,4,800,45,8,68.7445,4.0305
17475807953,7,7,2,4,800,59,8,70.2865,6.0508
17475807943,7,7,2,4,800,93,8,70.7508,5.7869
17475807953,7,7,2,4,800,96,8,67.3978,6.912
17475807953,7,7,2,4,800,98,8,71.3073,6.281
17475813383,7,7,2,5,800,6,8,56.7075,4.1311
17475813193,7,7,2,5,800,13,8,58.1418,6.2109
17475813193,7,7,2,5,800,42,8,58.7879,8.5461
17475813383,7,7,2,5,800,44,8,57.2463,5.7067
17475813193,7,7,2,5,800,45,8,56.5009,3.659
17475813383,7,7,2,5,800,59,8,59.5783,4.503
17475813193,7,7,2,5,800,93,8,56.9057,7.8068
17475813193,7,7,2,5,800,96,8,57.3652,4.5132
17475813383,7,7,2,5,800,98,8,59.8841,3.2193
17475864373,7,7,3,2,800,6,8,65.708,6.5905
17475864373,7,7,3,2,800,13,8,68.2808,3.299
17475813383,7,7,3,2,800,42,8,69.4179,6.9435
17475864643,7,7,3,2,800,44,8,67.9772,5.32
17475864373,7,7,3,2,800,45,8,69.4442,5.4591
17475864643,7,7,3,2,800,59,8,70.0514,6.3548
17475864373,7,7,3,2,800,93,8,69.1603,5.5973
17475864373,7,7,3,2,800,96,8,67.7574,5.7228
17475864643,7,7,3,2,800,98,8,67.9493,5.9148
17475864513,7,7,3,3,800,6,8,63.4136,4.9852
17475864643,7,7,3,3,800,13,8,66.0533,5.336
17475864643,7,7,3,3,800,42,8,64.5601,8.3854
17475904443,7,7,3,3,800,44,8,65.7308,6.0473
17475864513,7,7,3,3,800,45,8,63.9493,3.7575
17475904443,7,7,3,3,800,59,8,67.1336,6.4206
17475864513,7,7,3,3,800,93,8,64.4672,6.7031
17475864513,7,7,3,3,800,96,8,63.3113,8.1306
17475864513,7,7,3,3,800,98,8,65.5795,4.153
17475904533,7,7,3,4,800,6,8,66.1663,4.6757
17475904443,7,7,3,4,800,13,8,69.4147,4.4613
17475904443,7,7,3,4,800,42,8,69.1668,6.8918
17476643743,7,7,3,4,800,44,8,68.4043,3.9055
17475904533,7,7,3,4,800,45,8,69.1277,5.7566
17475904533,7,7,3,4,800,59,8,70.6452,5.813
17475904443,7,7,3,4,800,93,8,70.1867,5.0069
17475904533,7,7,3,4,800,96,8,68.2421,6.3454
17475904533,7,7,3,4,800,98,8,70.9389,5.6243
17475960693,7,7,4,2,800,6,8,61.4524,7.7795
17476643743,7,7,4,2,800,13,8,65.4887,5.2393
17476643743,7,7,4,2,800,42,8,63.1005,6.9541
17475960693,7,7,4,2,800,44,8,62.5125,5.2048
17476643743,7,7,4,2,800,45,8,62.8844,5.1188
17475960693,7,7,4,2,800,59,8,64.8618,4.8271
17476643743,7,7,4,2,800,93,8,65.5544,6.5421
17475960693,7,7,4,2,800,96,8,63.0322,7.9081
17475960693,7,7,4,2,800,98,8,65.0206,6.875
17476645123,7,7,4,3,800,6,8,64.308,7.3723
17475960243,7,7,4,3,800,13,8,67.0597,4.451
17475960243,7,7,4,3,800,42,8,65.7465,7.6989
17476645123,7,7,4,3,800,44,8,64.2964,4.925
17475960243,7,7,4,3,800,45,8,64.6086,5.7374
17476645123,7,7,4,3,800,59,8,66.2856,5.6953
17475960243,7,7,4,3,800,93,8,66.166,5.4199
17475960243,7,7,4,3,800,96,8,63.8475,8.0572
17476645123,7,7,4,3,800,98,8,66.7564,6.7285
17475960343,7,7,5,2,800,6,8,61.7436,9.0403
17475960343,7,7,5,2,800,13,8,65.1132,5.6932
17476645123,7,7,5,2,800,42,8,65.3013,8.6597
17475960493,7,7,5,2,800,44,8,64.4694,5.1879
17475960343,7,7,5,2,800,45,8,66.22,4.6729
17475960493,7,7,5,2,800,59,8,67.3951,5.5922
17475960343,7,7,5,2,800,93,8,67.5118,5.4767
17475960343,7,7,5,2,800,96,8,64.157,6.6173
17475960493,7,7,5,2,800,98,8,66.4403,6.3863
17475993123,7,7,5,3,800,6,8,62.3647,8.0726
17475960493,7,7,5,3,800,13,8,65.3604,5.3797
17475960493,7,7,5,3,800,42,8,66.1615,8.8342
17476694453,7,7,5,3,800,44,8,65.8779,5.5384
17475993123,7,7,5,3,800,45,8,66.5902,6.9724
17476662393,7,7,5,3,800,59,8,67.6665,5.6394
17475993123,7,7,5,3,800,93,8,67.2358,4.2374
17475993123,7,7,5,3,800,96,8,64.6159,6.7638
17475993123,7,7,5,3,800,98,8,67.8469,6.0164
